date,city,state,weather,road_type,visibility,traffic_density,festival,cause,day_of_week,hour,is_weekend,is_peak_hour,temperature,lanes,traffic_signal,vehicles_involved,casualties,risk_score,latitude,longitude,accident_severity
2025-04-01,Chennai,Tamil Nadu,Cloudy,Urban,Low,High,Christmas,Over-speeding,Tuesday,11,0,0,30,1,1,1,2,53.28,13.267391,80.117128,minor
2024-12-22,Bengaluru,Karnataka,Foggy,Urban,High,High,Eid,Drunk Driving,Sunday,9,1,1,38,1,1,4,2,25.37,12.789473,77.678912,major
2024-12-17,Delhi,Delhi,Clear,Rural,High,High,Holi,Poor Road Condition,Tuesday,20,0,0,19,5,0,3,4,54.11,28.598722,77.328102,minor
2024-07-09,Bengaluru,Karnataka,Cloudy,Urban,High,High,Christmas,Over-speeding,Tuesday,20,0,0,36,5,1,4,0,76.38,12.853914,77.69553,minor
2025-08-14,Mumbai,Maharashtra,Rainy,Urban,Medium,Low,Eid,Speeding,Thursday,3,0,0,24,6,1,5,2,67.76,19.120523,72.912502,minor
2024-12-26,Hyderabad,Telangana,Rainy,Rural,Low,Medium,Christmas,Poor Road Condition,Thursday,14,0,0,13,6,0,3,0,39.09,17.23178,78.436022,major
2025-06-07,Bengaluru,Karnataka,Cloudy,Rural,High,High,Eid,Distracted Driving,Saturday,12,1,0,19,4,0,5,1,59.17,12.827719,77.520432,major
2025-09-26,Pune,Maharashtra,Foggy,Highway,Medium,Low,Holi,Distracted Driving,Friday,1,0,0,40,6,1,4,3,53.25,18.656357,73.85218,minor
2025-08-01,Mumbai,Maharashtra,Rainy,Urban,High,Medium,Holi,Poor Road Condition,Friday,0,0,0,26,2,1,5,3,63.98,18.921284,72.723383,minor
2025-07-09,Hyderabad,Telangana,Cloudy,Rural,High,Medium,None,Over-speeding,Wednesday,1,0,0,27,1,1,3,2,88.98,17.219793,78.632816,minor
2024-08-30,Mumbai,Maharashtra,Foggy,Rural,Low,High,Eid,Over-speeding,Friday,6,0,0,16,2,0,1,4,48.07,18.988434,72.893207,major
2025-12-21,Hyderabad,Telangana,Foggy,Rural,Medium,High,None,Over-speeding,Sunday,9,1,1,34,1,1,2,1,39.97,17.469558,78.618093,minor
2025-05-16,Jaipur,Rajasthan,Foggy,Rural,Medium,Medium,Eid,Speeding,Friday,4,0,0,13,4,1,3,3,96.02,26.843316,75.588289,major
2025-04-14,Mumbai,Maharashtra,Foggy,Highway,Low,Medium,Holi,Distracted Driving,Monday,20,0,0,21,4,1,3,2,47.02,19.107173,72.904157,minor
2024-12-17,Pune,Maharashtra,Clear,Highway,High,High,Eid,Speeding,Tuesday,21,0,0,15,2,1,4,0,99.35,18.49152,74.054978,fatal
2025-10-27,Bengaluru,Karnataka,Rainy,Urban,High,High,Diwali,Drunk Driving,Monday,9,0,1,13,3,0,1,3,70.05,13.061995,77.696693,minor
2025-11-02,Jaipur,Rajasthan,Clear,Highway,High,Medium,None,Over-speeding,Sunday,2,1,0,22,5,1,1,0,75.65,27.039244,75.982562,minor
2025-12-11,Jaipur,Rajasthan,Cloudy,Highway,High,Medium,None,Speeding,Thursday,4,0,0,14,3,1,3,1,50.62,27.037747,75.937099,minor
2024-03-11,Bengaluru,Karnataka,Clear,Rural,Low,Low,Eid,Drunk Driving,Monday,16,0,0,21,6,0,4,4,74.93,13.115585,77.429275,fatal
2024-05-23,Mumbai,Maharashtra,Cloudy,Urban,Medium,Medium,Holi,Over-speeding,Thursday,3,0,0,25,6,0,2,4,68.08,19.164472,72.791668,fatal
2025-11-05,Delhi,Delhi,Rainy,Rural,Low,High,Holi,Distracted Driving,Wednesday,9,0,1,26,6,0,2,3,50.87,28.510333,77.264233,minor
2025-06-24,Mumbai,Maharashtra,Foggy,Urban,High,Medium,Christmas,Distracted Driving,Tuesday,0,0,0,31,5,0,4,0,21.34,18.903013,72.782574,major
2024-03-02,Delhi,Delhi,Foggy,Rural,Low,High,Eid,Distracted Driving,Saturday,12,1,0,33,1,0,3,0,44.79,28.618422,77.090279,major
2025-07-03,Bengaluru,Karnataka,Cloudy,Rural,Low,High,None,Drunk Driving,Thursday,10,0,1,35,6,0,1,1,26.9,12.945393,77.575949,major
2024-11-12,Delhi,Delhi,Rainy,Highway,High,High,Holi,Speeding,Tuesday,21,0,0,18,4,1,5,4,82.64,28.702206,77.075785,minor
2024-10-02,Bengaluru,Karnataka,Clear,Highway,Medium,Medium,Diwali,Poor Road Condition,Wednesday,23,0,0,12,3,0,4,3,60.86,12.793776,77.738344,minor
2025-01-11,Bengaluru,Karnataka,Foggy,Highway,Low,High,None,Over-speeding,Saturday,5,1,0,40,1,0,1,1,23.68,12.917191,77.762691,minor
2024-02-06,Bengaluru,Karnataka,Cloudy,Highway,Medium,Low,Eid,Drunk Driving,Tuesday,17,0,1,25,1,1,1,4,73.87,12.792669,77.483874,fatal
2025-02-14,Delhi,Delhi,Cloudy,Urban,Medium,Medium,None,Poor Road Condition,Friday,2,0,0,37,1,1,2,2,65.1,28.535464,77.258087,fatal
2025-01-12,Pune,Maharashtra,Cloudy,Highway,Low,High,Holi,Over-speeding,Sunday,18,1,1,8,4,0,2,4,47.71,18.65623,74.007579,major
2024-01-02,Hyderabad,Telangana,Cloudy,Rural,Low,Medium,None,Over-speeding,Tuesday,21,0,0,41,2,1,4,0,97.8,17.241949,78.39863,minor
2024-08-25,Delhi,Delhi,Cloudy,Rural,Medium,Medium,None,Poor Road Condition,Sunday,16,1,0,14,5,0,4,0,67.35,28.438813,77.273978,minor
2024-08-30,Bengaluru,Karnataka,Foggy,Urban,Medium,High,Diwali,Drunk Driving,Friday,9,0,1,36,3,0,1,1,30.89,13.079659,77.438189,major
2024-06-17,Mumbai,Maharashtra,Cloudy,Urban,Medium,Low,Christmas,Drunk Driving,Monday,14,0,0,21,4,1,4,2,88.2,18.912168,73.000739,fatal
2025-12-22,Kolkata,West Bengal,Clear,Highway,Medium,Low,None,Over-speeding,Monday,22,0,0,30,4,0,3,2,85.61,22.442147,88.544739,fatal
2025-07-23,Pune,Maharashtra,Rainy,Highway,Medium,Low,Holi,Speeding,Wednesday,23,0,0,8,1,0,2,1,85.89,18.469296,73.908819,major
2025-08-19,Mumbai,Maharashtra,Foggy,Highway,High,Low,Holi,Distracted Driving,Tuesday,18,0,1,16,1,1,1,0,95.38,18.896255,73.047353,major
2025-02-08,Jaipur,Rajasthan,Clear,Urban,Low,Medium,Holi,Drunk Driving,Saturday,15,1,0,21,2,1,3,3,90.67,26.72626,75.834971,minor
2025-10-24,Chennai,Tamil Nadu,Cloudy,Urban,Low,Medium,None,Speeding,Friday,9,0,1,25,4,0,4,1,71.41,13.201579,80.170359,minor
2025-01-26,Delhi,Delhi,Foggy,Urban,Low,Medium,Diwali,Poor Road Condition,Sunday,22,1,0,40,3,1,3,1,22.09,28.652747,77.020721,fatal
2024-02-29,Kolkata,West Bengal,Foggy,Rural,High,Low,None,Over-speeding,Thursday,15,0,0,23,3,0,2,4,87.72,22.691556,88.305822,major
2024-06-29,Bengaluru,Karnataka,Foggy,Rural,Low,Medium,Christmas,Speeding,Saturday,7,1,0,30,5,0,5,1,86.94,13.09576,77.782755,minor
2024-06-28,Kolkata,West Bengal,Clear,Highway,High,Low,Christmas,Over-speeding,Friday,15,0,0,9,5,1,1,2,93.43,22.453186,88.216096,minor
2024-11-27,Bengaluru,Karnataka,Clear,Highway,Low,High,Holi,Speeding,Wednesday,1,0,0,41,3,0,3,3,66.88,12.906224,77.523641,major
2025-03-23,Bengaluru,Karnataka,Cloudy,Rural,Medium,Low,Christmas,Poor Road Condition,Sunday,20,1,0,30,2,0,4,2,78.72,12.889407,77.465683,minor
2025-12-19,Delhi,Delhi,Cloudy,Rural,High,Low,Christmas,Drunk Driving,Friday,18,0,1,22,6,0,4,1,46.49,28.445023,77.147724,minor
2024-06-20,Hyderabad,Telangana,Clear,Rural,Low,High,Diwali,Distracted Driving,Thursday,20,0,0,8,3,0,2,0,48.04,17.499808,78.574865,minor
2025-01-30,Delhi,Delhi,Cloudy,Highway,Medium,Medium,Eid,Drunk Driving,Thursday,14,0,0,42,4,0,4,4,72.08,28.688764,77.074063,major
2024-02-04,Mumbai,Maharashtra,Clear,Urban,Medium,Low,None,Drunk Driving,Sunday,9,1,1,18,4,0,1,4,95.35,19.267217,72.81288,major
2025-12-22,Pune,Maharashtra,Cloudy,Rural,High,High,Eid,Over-speeding,Monday,0,0,0,11,1,1,2,1,52.74,18.542045,74.026929,minor
2025-11-07,Kolkata,West Bengal,Foggy,Highway,High,Low,Eid,Poor Road Condition,Friday,9,0,1,39,2,0,3,0,54.21,22.49042,88.428708,major
2024-07-23,Pune,Maharashtra,Clear,Highway,High,High,Diwali,Speeding,Tuesday,3,0,0,38,1,1,4,3,59.13,18.584816,73.693155,minor
2024-07-08,Jaipur,Rajasthan,Cloudy,Urban,High,Medium,None,Drunk Driving,Monday,11,0,0,36,4,1,2,2,65.14,26.772852,75.865888,minor
2024-03-28,Mumbai,Maharashtra,Foggy,Rural,Medium,High,Holi,Poor Road Condition,Thursday,21,0,0,11,4,1,5,3,65.82,18.970257,72.797241,major
2024-02-05,Jaipur,Rajasthan,Rainy,Highway,Medium,Low,Holi,Over-speeding,Monday,16,0,0,20,2,0,4,0,99.06,26.886557,75.986208,major
2025-09-01,Bengaluru,Karnataka,Foggy,Rural,High,Low,Eid,Poor Road Condition,Monday,8,0,1,33,5,1,3,4,56.65,13.120987,77.70922,major
2024-04-25,Jaipur,Rajasthan,Rainy,Highway,Low,High,Christmas,Speeding,Thursday,13,0,0,14,5,0,3,4,90.41,27.063557,75.692955,major
2025-08-08,Pune,Maharashtra,Cloudy,Highway,High,Medium,Eid,Over-speeding,Friday,19,0,1,33,1,1,3,1,23.94,18.510487,73.764134,major
2024-01-21,Hyderabad,Telangana,Foggy,Urban,Medium,Medium,None,Over-speeding,Sunday,10,1,1,16,3,1,3,2,78.3,17.426992,78.322415,minor
2024-08-04,Pune,Maharashtra,Cloudy,Rural,Medium,Low,Christmas,Over-speeding,Sunday,13,1,0,12,3,1,2,4,90.35,18.331979,73.733805,minor
2024-02-29,Chennai,Tamil Nadu,Clear,Urban,High,Medium,Holi,Drunk Driving,Thursday,7,0,0,31,4,1,1,0,39.36,13.078215,80.249141,minor
2025-08-23,Pune,Maharashtra,Foggy,Urban,High,Medium,None,Drunk Driving,Saturday,17,1,1,9,4,0,2,4,82.39,18.406127,73.74524,minor
2025-11-24,Chennai,Tamil Nadu,Foggy,Rural,Medium,High,None,Speeding,Monday,6,0,0,38,2,0,5,0,37.9,13.126038,80.447902,fatal
2025-03-09,Kolkata,West Bengal,Foggy,Urban,Medium,Low,Eid,Drunk Driving,Sunday,12,1,0,41,5,1,5,0,20.59,22.772372,88.550494,minor
2025-07-28,Hyderabad,Telangana,Foggy,Urban,Low,Low,Eid,Speeding,Monday,20,0,0,29,3,1,3,2,72.49,17.565875,78.547287,fatal
2024-06-02,Chennai,Tamil Nadu,Rainy,Highway,Low,Medium,Diwali,Over-speeding,Sunday,16,1,0,9,6,1,3,2,92.55,13.04454,80.365393,major
2024-12-17,Chennai,Tamil Nadu,Rainy,Rural,Low,High,Eid,Drunk Driving,Tuesday,23,0,0,40,3,0,5,1,43.5,13.071012,80.367068,major
2025-11-27,Bengaluru,Karnataka,Clear,Highway,Medium,Low,Diwali,Distracted Driving,Thursday,10,0,1,29,3,1,5,2,57.1,12.818713,77.416071,minor
2025-04-28,Mumbai,Maharashtra,Clear,Rural,Medium,High,Diwali,Distracted Driving,Monday,6,0,0,11,2,0,2,2,52.74,19.103761,73.040348,major
2024-05-26,Pune,Maharashtra,Rainy,Highway,Medium,Medium,Holi,Drunk Driving,Sunday,10,1,1,11,1,1,3,1,80.9,18.387842,73.962493,minor
2024-03-31,Pune,Maharashtra,Cloudy,Rural,Medium,Medium,Eid,Distracted Driving,Sunday,4,1,0,32,1,0,5,1,78.45,18.700427,74.013503,minor
2024-01-19,Chennai,Tamil Nadu,Clear,Rural,Low,Low,Holi,Drunk Driving,Friday,21,0,0,27,2,0,4,4,67.09,12.949508,80.400238,major
2024-10-24,Kolkata,West Bengal,Foggy,Urban,Low,Low,Diwali,Distracted Driving,Thursday,14,0,0,30,2,0,4,0,38.27,22.663468,88.216382,minor
2025-08-26,Delhi,Delhi,Rainy,Highway,Medium,High,None,Distracted Driving,Tuesday,16,0,0,24,5,0,5,0,72.96,28.675327,77.016897,minor
2025-03-02,Mumbai,Maharashtra,Cloudy,Highway,Low,Medium,Eid,Over-speeding,Sunday,14,1,0,21,6,0,3,3,72.93,19.140993,72.785691,major
2025-03-04,Bengaluru,Karnataka,Clear,Urban,High,Low,Eid,Over-speeding,Tuesday,3,0,0,20,3,0,3,3,43.63,12.787362,77.593142,minor
2025-12-05,Chennai,Tamil Nadu,Foggy,Highway,High,Low,None,Speeding,Friday,15,0,0,39,2,0,5,0,77.89,12.923216,80.173057,fatal
2025-04-12,Chennai,Tamil Nadu,Foggy,Urban,High,Low,Holi,Speeding,Saturday,9,1,1,26,3,1,4,0,27.6,13.185982,80.089056,fatal
2025-11-10,Bengaluru,Karnataka,Rainy,Urban,Medium,Medium,Christmas,Drunk Driving,Monday,20,0,0,13,3,1,2,0,52.06,13.156524,77.503333,fatal
2025-12-07,Jaipur,Rajasthan,Cloudy,Rural,High,Low,Holi,Speeding,Sunday,15,1,0,18,1,1,5,3,84.18,26.983757,75.659804,minor
2025-01-02,Jaipur,Rajasthan,Clear,Rural,Low,Low,Eid,Distracted Driving,Thursday,19,0,1,15,4,1,1,0,40.93,26.838095,75.869127,minor
2025-11-16,Chennai,Tamil Nadu,Clear,Urban,Low,High,Holi,Distracted Driving,Sunday,10,1,1,30,6,1,2,4,91.36,13.127866,80.075358,fatal
2025-06-01,Bengaluru,Karnataka,Cloudy,Highway,High,Medium,Diwali,Over-speeding,Sunday,15,1,0,29,3,0,5,1,64.04,12.923055,77.721441,minor
2025-04-15,Mumbai,Maharashtra,Cloudy,Highway,Medium,Medium,Diwali,Speeding,Tuesday,14,0,0,39,6,0,1,3,52.99,19.098852,72.677768,fatal
2025-09-10,Mumbai,Maharashtra,Foggy,Rural,Low,Low,Eid,Drunk Driving,Wednesday,19,0,1,31,1,0,4,2,64.81,19.123903,72.866953,fatal
2025-04-08,Hyderabad,Telangana,Clear,Rural,High,Low,Diwali,Drunk Driving,Tuesday,3,0,0,26,5,1,1,0,91.75,17.381969,78.615435,fatal
2024-04-19,Jaipur,Rajasthan,Rainy,Highway,High,Medium,Holi,Distracted Driving,Friday,8,0,1,20,6,1,1,3,23.72,26.965696,75.856157,minor
2025-04-06,Mumbai,Maharashtra,Rainy,Urban,High,High,None,Poor Road Condition,Sunday,14,1,0,35,5,1,5,1,75.35,18.94546,73.003798,minor
2025-01-31,Mumbai,Maharashtra,Foggy,Rural,Medium,Medium,Christmas,Over-speeding,Friday,21,0,0,25,4,1,3,3,84.38,18.931272,72.91871,fatal
2025-12-19,Kolkata,West Bengal,Foggy,Rural,Low,High,Holi,Over-speeding,Friday,17,0,1,21,5,1,3,1,98.51,22.632635,88.547231,minor
2025-12-28,Hyderabad,Telangana,Foggy,Rural,Medium,High,Christmas,Distracted Driving,Sunday,3,1,0,42,3,1,1,4,28.52,17.337348,78.307926,minor
2024-07-23,Delhi,Delhi,Rainy,Urban,Low,Medium,Holi,Speeding,Tuesday,8,0,1,26,2,0,3,3,28.2,28.761114,77.304797,major
2025-10-24,Chennai,Tamil Nadu,Cloudy,Highway,Low,High,Diwali,Speeding,Friday,17,0,1,32,4,1,3,4,24.3,13.180168,80.151935,fatal
2024-08-18,Pune,Maharashtra,Foggy,Rural,Low,High,Christmas,Over-speeding,Sunday,20,1,0,20,3,1,2,0,34.96,18.389918,73.862239,major
2024-02-11,Jaipur,Rajasthan,Foggy,Rural,Medium,Low,Holi,Poor Road Condition,Sunday,13,1,0,24,1,1,4,1,23.2,27.083851,75.826052,major
2025-05-17,Kolkata,West Bengal,Foggy,Highway,Low,Medium,Christmas,Over-speeding,Saturday,18,1,1,19,5,0,5,1,53.27,22.587414,88.200678,minor
2024-08-06,Chennai,Tamil Nadu,Foggy,Urban,Medium,Medium,Holi,Poor Road Condition,Tuesday,21,0,0,41,4,0,1,2,55.65,13.244499,80.31618,major
2024-02-10,Chennai,Tamil Nadu,Foggy,Urban,High,Medium,Diwali,Poor Road Condition,Saturday,21,1,0,26,1,1,5,4,55.64,12.900241,80.430013,fatal
2024-11-24,Chennai,Tamil Nadu,Clear,Highway,High,High,Christmas,Speeding,Sunday,16,1,0,12,2,0,4,0,36.45,13.214199,80.422155,minor
2025-10-24,Jaipur,Rajasthan,Rainy,Highway,Medium,High,Diwali,Speeding,Friday,2,0,0,13,1,0,2,2,64.65,26.942385,75.678358,minor
2025-02-21,Kolkata,West Bengal,Cloudy,Rural,Medium,Medium,Diwali,Speeding,Friday,12,0,0,32,6,0,5,0,71.31,22.61994,88.466284,fatal
2025-12-18,Delhi,Delhi,Foggy,Rural,High,Medium,Diwali,Poor Road Condition,Thursday,2,0,0,13,3,1,4,3,85.77,28.426228,77.071529,major
2024-05-19,Chennai,Tamil Nadu,Cloudy,Rural,Medium,High,Holi,Drunk Driving,Sunday,23,1,0,31,1,0,1,0,20.4,13.121362,80.285561,major
2024-11-08,Mumbai,Maharashtra,Foggy,Highway,Medium,High,Christmas,Over-speeding,Friday,6,0,0,18,2,0,5,2,35.55,18.948543,72.997564,major
2025-07-16,Delhi,Delhi,Clear,Urban,Low,Low,Diwali,Speeding,Wednesday,14,0,0,20,6,1,3,2,30.26,28.676089,77.049018,minor
2024-07-17,Mumbai,Maharashtra,Cloudy,Urban,Medium,High,Diwali,Poor Road Condition,Wednesday,10,0,1,17,5,1,3,3,33.49,19.001286,72.991964,minor
2024-10-10,Jaipur,Rajasthan,Rainy,Rural,Low,Medium,Eid,Distracted Driving,Thursday,11,0,0,36,3,1,4,4,28.71,26.970621,75.620089,major
2024-05-23,Kolkata,West Bengal,Rainy,Urban,Low,High,None,Speeding,Thursday,17,0,1,9,5,0,5,4,52.41,22.608615,88.526421,major
2025-07-10,Kolkata,West Bengal,Cloudy,Rural,High,Medium,Eid,Over-speeding,Thursday,17,0,1,26,2,1,5,4,27.24,22.518146,88.168137,fatal
2025-09-20,Chennai,Tamil Nadu,Rainy,Rural,High,Medium,Holi,Over-speeding,Saturday,21,1,0,17,6,1,3,0,37.51,13.077757,80.095844,fatal
2024-08-27,Hyderabad,Telangana,Rainy,Rural,Medium,Medium,Eid,Distracted Driving,Tuesday,1,0,0,10,1,1,1,4,70.69,17.294398,78.583464,minor
2025-01-20,Bengaluru,Karnataka,Cloudy,Urban,Low,High,None,Poor Road Condition,Monday,20,0,0,24,4,0,5,3,48.23,13.118688,77.589345,minor
2025-09-10,Pune,Maharashtra,Rainy,Urban,High,Low,None,Poor Road Condition,Wednesday,0,0,0,25,2,0,2,1,48.98,18.607321,73.704032,major
2025-02-28,Chennai,Tamil Nadu,Clear,Urban,Low,Medium,Eid,Over-speeding,Friday,10,0,1,18,6,1,1,1,23.45,13.112095,80.135152,major
2025-08-09,Delhi,Delhi,Clear,Highway,Medium,Low,Christmas,Distracted Driving,Saturday,4,1,0,9,6,1,1,1,55.94,28.81101,77.355921,major
2024-08-12,Bengaluru,Karnataka,Rainy,Rural,High,High,Christmas,Drunk Driving,Monday,13,0,0,18,6,1,4,4,67.25,12.863526,77.548785,major
2024-01-17,Mumbai,Maharashtra,Cloudy,Highway,Low,Low,Holi,Distracted Driving,Wednesday,6,0,0,10,5,0,1,3,72.75,19.236794,72.893414,fatal
2025-11-25,Delhi,Delhi,Cloudy,Rural,Medium,Medium,None,Poor Road Condition,Tuesday,20,0,0,35,2,1,4,2,67.12,28.710458,77.313616,minor
2025-03-11,Mumbai,Maharashtra,Foggy,Urban,High,Low,Diwali,Poor Road Condition,Tuesday,4,0,0,42,4,1,2,0,76.73,19.191769,72.908895,minor
2025-06-16,Mumbai,Maharashtra,Cloudy,Rural,High,High,Diwali,Distracted Driving,Monday,0,0,0,31,1,0,4,4,40.29,19.217991,72.847125,minor
2025-09-18,Hyderabad,Telangana,Cloudy,Highway,Medium,High,Christmas,Distracted Driving,Thursday,8,0,1,19,3,1,3,2,66.21,17.494678,78.445952,major
2025-11-06,Bengaluru,Karnataka,Rainy,Urban,Low,Low,None,Over-speeding,Thursday,3,0,0,40,4,1,5,4,75.76,13.054316,77.458895,minor
2024-04-03,Delhi,Delhi,Cloudy,Rural,Medium,Low,None,Drunk Driving,Wednesday,4,0,0,22,3,0,5,0,77.96,28.786174,77.169258,minor
2025-12-29,Kolkata,West Bengal,Clear,Highway,Low,Medium,Eid,Speeding,Monday,19,0,1,20,6,1,2,0,82.72,22.576819,88.44328,minor
2025-11-21,Bengaluru,Karnataka,Foggy,Highway,Low,Low,Holi,Speeding,Friday,1,0,0,25,4,1,4,3,66.89,12.978697,77.68937,minor
2024-04-02,Mumbai,Maharashtra,Foggy,Rural,Low,High,Diwali,Drunk Driving,Tuesday,17,0,1,25,2,0,4,3,65.99,18.980443,72.840554,major
2025-07-26,Mumbai,Maharashtra,Foggy,Urban,High,High,Diwali,Poor Road Condition,Saturday,2,1,0,24,6,1,4,4,58.69,18.973309,72.813564,minor
2025-11-28,Pune,Maharashtra,Clear,Urban,High,Medium,None,Distracted Driving,Friday,14,0,0,22,6,0,3,3,96.44,18.527002,73.660589,minor
2024-09-11,Kolkata,West Bengal,Clear,Urban,Low,High,Diwali,Speeding,Wednesday,9,0,1,19,4,1,3,1,91.55,22.48023,88.542747,major
2025-05-25,Chennai,Tamil Nadu,Rainy,Highway,Low,Low,Diwali,Over-speeding,Sunday,23,1,0,22,2,0,5,2,32.48,12.925376,80.438775,minor
2025-09-20,Pune,Maharashtra,Clear,Urban,Medium,High,Diwali,Distracted Driving,Saturday,0,1,0,25,4,0,5,2,51.83,18.620468,73.707998,minor
2025-05-04,Jaipur,Rajasthan,Clear,Rural,Medium,Medium,Holi,Distracted Driving,Sunday,17,1,1,15,6,1,3,0,20.95,26.796701,75.819703,minor
2025-01-05,Hyderabad,Telangana,Foggy,Highway,Low,Medium,Holi,Drunk Driving,Sunday,19,1,1,38,5,1,3,1,59.9,17.269213,78.566985,major
2025-01-08,Hyderabad,Telangana,Foggy,Urban,High,High,Holi,Poor Road Condition,Wednesday,12,0,0,22,1,1,2,4,54.58,17.337353,78.345037,minor
2025-04-29,Bengaluru,Karnataka,Rainy,Urban,Medium,Low,Christmas,Poor Road Condition,Tuesday,0,0,0,28,4,1,3,4,88.68,12.790684,77.43419,major
2024-03-02,Bengaluru,Karnataka,Foggy,Urban,Low,Low,Eid,Drunk Driving,Saturday,6,1,0,24,3,1,5,4,94.55,12.874686,77.402534,minor
2024-12-25,Mumbai,Maharashtra,Rainy,Rural,Low,High,Christmas,Over-speeding,Wednesday,21,0,0,26,3,1,5,3,81.98,19.054772,72.709063,minor
2025-04-19,Kolkata,West Bengal,Rainy,Highway,Low,Medium,Eid,Poor Road Condition,Saturday,20,1,0,33,1,0,2,2,38.26,22.499351,88.280443,minor
2025-09-11,Kolkata,West Bengal,Cloudy,Urban,Medium,Medium,Christmas,Poor Road Condition,Thursday,20,0,0,36,4,0,2,0,30.0,22.466451,88.264559,minor
2024-08-03,Mumbai,Maharashtra,Cloudy,Highway,High,Low,Eid,Poor Road Condition,Saturday,5,1,0,11,1,1,5,0,28.31,19.123241,72.711425,major
2024-11-12,Jaipur,Rajasthan,Rainy,Rural,Medium,Medium,Holi,Over-speeding,Tuesday,7,0,0,41,2,0,1,2,88.83,26.842481,75.777762,major
2025-07-15,Kolkata,West Bengal,Rainy,Rural,Low,Low,Christmas,Poor Road Condition,Tuesday,14,0,0,37,6,1,5,4,44.77,22.511467,88.379767,fatal
2025-03-28,Mumbai,Maharashtra,Foggy,Urban,Medium,Low,Diwali,Speeding,Friday,9,0,1,8,5,0,3,2,57.54,18.879327,73.046535,minor
2024-11-02,Pune,Maharashtra,Cloudy,Urban,Low,Low,None,Poor Road Condition,Saturday,0,1,0,31,2,1,5,3,51.58,18.385708,73.951547,minor
2025-01-22,Jaipur,Rajasthan,Foggy,Highway,Medium,High,Holi,Poor Road Condition,Wednesday,7,0,0,25,3,1,4,1,88.28,26.785363,75.703138,major
2025-09-24,Pune,Maharashtra,Foggy,Rural,Low,Medium,Holi,Drunk Driving,Wednesday,14,0,0,9,2,0,5,0,34.88,18.361309,73.764378,minor
2024-01-09,Pune,Maharashtra,Clear,Highway,High,Medium,Holi,Drunk Driving,Tuesday,7,0,0,34,3,1,3,3,75.75,18.333095,73.688789,minor
2024-02-27,Bengaluru,Karnataka,Cloudy,Highway,Low,Medium,Holi,Over-speeding,Tuesday,8,0,1,24,4,0,1,1,50.78,13.161589,77.493465,minor
2024-07-22,Delhi,Delhi,Clear,Rural,Low,Low,Eid,Distracted Driving,Monday,14,0,0,27,3,0,1,4,61.67,28.515225,77.264408,minor
2025-01-04,Chennai,Tamil Nadu,Rainy,Highway,High,High,Eid,Drunk Driving,Saturday,1,1,0,8,2,1,5,0,51.66,12.979936,80.458234,fatal
2025-12-05,Pune,Maharashtra,Rainy,Urban,High,Low,Holi,Distracted Driving,Friday,19,0,1,13,6,1,1,0,48.44,18.381967,73.871241,major
2024-05-08,Mumbai,Maharashtra,Rainy,Urban,Low,High,Diwali,Distracted Driving,Wednesday,15,0,0,20,1,1,3,1,40.06,18.891795,72.96035,major
2025-07-09,Kolkata,West Bengal,Cloudy,Highway,Low,Low,Christmas,Drunk Driving,Wednesday,22,0,0,28,6,1,3,4,93.16,22.594408,88.191451,minor
2025-04-05,Bengaluru,Karnataka,Foggy,Rural,Medium,Medium,None,Poor Road Condition,Saturday,9,1,1,32,6,0,1,4,88.55,13.082007,77.490115,minor
2025-11-05,Mumbai,Maharashtra,Cloudy,Highway,Low,High,Eid,Poor Road Condition,Wednesday,17,0,1,17,5,1,3,3,71.27,18.920186,72.88698,minor
2024-02-14,Mumbai,Maharashtra,Rainy,Highway,High,Low,Eid,Over-speeding,Wednesday,4,0,0,14,1,1,4,4,69.92,19.11212,72.697334,minor
2025-09-12,Chennai,Tamil Nadu,Clear,Highway,High,High,Eid,Speeding,Friday,22,0,0,37,6,0,3,4,79.48,13.238872,80.399511,minor
2025-09-23,Delhi,Delhi,Clear,Rural,High,Medium,None,Over-speeding,Tuesday,8,0,1,41,1,0,2,4,50.83,28.491148,77.271751,major
2025-07-25,Bengaluru,Karnataka,Cloudy,Rural,High,High,Christmas,Drunk Driving,Friday,23,0,0,37,6,1,1,1,83.4,12.991586,77.596477,major
2025-06-30,Bengaluru,Karnataka,Cloudy,Urban,Medium,High,Diwali,Drunk Driving,Monday,19,0,1,34,6,1,3,4,39.26,12.98985,77.544625,minor
2025-01-03,Kolkata,West Bengal,Cloudy,Urban,High,High,None,Drunk Driving,Friday,14,0,0,9,5,0,3,0,44.03,22.461355,88.506188,fatal
2025-12-07,Delhi,Delhi,Rainy,Highway,High,Medium,Diwali,Over-speeding,Sunday,8,1,1,16,3,1,5,1,38.64,28.73833,77.045762,major
2025-08-05,Jaipur,Rajasthan,Clear,Rural,Medium,Medium,Holi,Distracted Driving,Tuesday,6,0,0,14,5,1,1,4,50.52,27.024449,75.956049,major
2024-12-22,Hyderabad,Telangana,Cloudy,Highway,High,High,Christmas,Speeding,Sunday,13,1,0,32,1,1,5,0,45.55,17.410965,78.417433,major
2024-06-05,Chennai,Tamil Nadu,Cloudy,Urban,Low,High,Christmas,Speeding,Wednesday,1,0,0,22,4,1,4,1,30.58,12.915718,80.299276,minor
2025-07-15,Delhi,Delhi,Foggy,Highway,Medium,High,Eid,Over-speeding,Tuesday,12,0,0,16,4,0,4,3,72.18,28.49234,77.255399,minor
